OUT_ID	AR002	AR004	AR007	AR008	AR010	AR013	AR014	AR016	AR020	AR022	AR025	AR028	AR031	AR034	AR037	AR040	AR043	AR044	AR046	AR049	AR052	AR055	AR057	AR059	AR062	AR063	AR065	AR074	AR076	AR077	AR078	AR081	AR082	AR084	AR085	AR088	AR090	AR091	AR093	AR094	AR095	AR096	AR098	AR099	AR101	AR102	AR103	AR105	AR107	AR109	AR110	AR112	AR113	AR114	AR116	AR118	AR119	AR120	AR122	AR123	AR124	AR126	AR127	AR129	AR130	AR132	AR133	AR134	AR135	AR136	AR137	AR138	AR139	AR140	AR142	AR144	AR146	AR147	AR149	AR150	AR153	AR154	AR155	AR157	AR159	AR160	AR163	AR164	AR166	AR167	AR170	AR171	AR174	AR176	AR178	AR179	AR181	AR184	AR185	AR187	AR192	AR194	AR196	AR198	AR201	AR202	AR204	AR205	AR207	AR210	AR211	AR213	AR216	AR218	AR220	AR223	AR224	AR227	AR229	AR231	AR233	AR234	AR236	AR239	AR240	AR241	AR242	AR243	AR244	AR245	AR246	AR247	AR248	AR249	AR250	AR251	AR252	AR253	AR255	AR256	AR258	AR259	AR263	AR264	AR266	AR267	AR268	AR270	AR272	AR273	AR275	AR278	AR285	AR288	AR291	AR296	AR298	AR300	AR302	AR304	AR306	AR308	AR310	AR313	AR315	AR317	AR319	AR321	AR324	AR326	AR327	AR329	AR332	AR334	AR335	AR336	AR337	AR339	AR340	AR341	AR342	AR343	AR344	AR346	AR348	AR349	AR351	AR353	AR355	AR357	AR358	AR359	AR361	AR362	AR363	AR364	AR366	AR368	AR370	AR372	AR373	AR376	AR377	AR379	AR381	AR383	AR385	AR387	AR389	AR391	AR418
7d441c75fbb497affd19ad0270482915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	238	0	0	8	0	0	153	19	0	0	7434	1133	11983	1312	3467	942	435	499	3414	0	873	183	127	0	1143	325	35	1741	9	534	267	747	2786	215	6290	0	0	0	24	373	795	0	23	222	0	1442	0	79	46	0	0	2290	0	1275	30	2124	145	546	3752	0	2122	316	281	1711	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	2516	4799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f0fd9ac9c91c3e91cb2eb910b2203dc	251	164	184	306	4093	495	84	49	179	755	119	740	655	771	8	18	197	266	3001	20	2117	60	76	0	45	0	1598	40	0	0	16	165	142	9	24	127	0	0	8	0	0	0	7	0	0	0	0	14	0	0	0	0	0	0	0	287	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	30	23	101	89	120	657	380	84	0	3023	399	310	304	10	496	187	42	247	173	146	0	0	61	94	259	6	10	101	0	114	0	0	129	860	50	569	0	0	101	961	0	1237	31	255	375	0	13	83	124	18	28	41	85	0	0	0	0	0	7	0	763	0	6	0	181	0	12	30	0	0	0	0	0	0	13	0	0	0	0	0	1135	169	262	335	0	229	261	113	58	219	1095	1888	335	1120	1365	639	638	0	1315	125	67	109	269	291	2994	199	367	221	474	218	54	180	246	243	1098	158	110	367	0
939486f7a04d13f4a1b1f1413fc39e0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	30	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	6	0	0	12	0	12	0	47	0	0	15	0	8	0	0	34	16	21	4	67	0	0	13	0	0	0	6	0	0	0	0	47	9	18	0	0	95	0	0	98	0	0	149	35	65	92	4	0	11	12	42	7	6	29	22	3	32	80	80	119	8	46	112	18	15	0	3	39	28	24	19	67	31	0	9	0	1662	16	0	0	0	22	0	29	25	4	34	30	826	21103	0	10720	0	0	0	1000	44	32186	9384	0	0	0	0	0	0	0	5	43	6252	9	0
33a354f02f15347e28f9b0c992893b25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	1445	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	521	0	116	0	0	0	0	0	916	95	1169	236	42	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	34	0	0	0	0	0	12	28	0	16	0	0	54	18	0	0	0	0	0	0	0	0	0	1579	39	0	57	0	0	0	0	0	0	0	0	0	5	0	60	0	63	1136	310	1270	1547	264	122	17	74	398	396	147	252	684	184	274	2601	6093	165	10147	905	800	6087	380	315	1029	3861	0	11	0	0	0	0	7	0	0	0	0	14	7	7	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3934
054b8361b756b7342e9bad45825dc046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	745	0	0	0	446	31	0	485	0	0	0	259	21	0	0	0	0	0	0	0	0	201	2797	0	0	0	0	0	0	0	0	0	17834	0	0	0	0	210	2947	0	0	167	0	0	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	755	27	0	0	0	0	0	0	0	0	498	1321	0	501	0	0	702	0	0	0	0	0	530	0	0	0	0	0	0	97	0	0	9477	189	0	0	0	70	0
43a86211d81d3cba48e0d682a5a2a3cb	35	1152	534	1303	0	0	22	0	3159	3380	9574	57	4846	5734	0	0	840	252	8670	2315	7348	9	2884	73	2900	15	3453	0	1915	0	0	1486	793	32	12	1304	623	2965	95	10	0	15	0	8	365	0	69	38	0	168	4352	16	22	124	15933	1218	0	6	248	0	0	970	0	32	8	0	0	1335	0	0	9022	115	0	0	0	0	8	3024	0	36	0	8	0	475	9173	0	0	5	79	0	0	6	0	0	13388	56	0	0	0	0	10	7799	170	18265	514	92	23	1318	67	16978	878	7810	57	2336	666	59	3877	10650	801	309	9	43	12	525	12	0	29	4387	6	55	9	9629	10	4774	0	1331	2554	56	34	284	0	21	33	52	33	0	5629	16	28	215	18	69	474	17	1191	31	917	0	474	306	13	184	47	0	112	28	7	124	169	17	0	26	47	0	9	0	924	0	0	0	0	100	21	6	12	0	96	0	0	0	0	0	0	0	12	8	1194	33	9	0	0	5	0	0	3	13	333	0	0	7	13
ae5d23ce8f15151087c35d2236031ff9	40	0	0	12	25	0	40	19	20	43	15	43	41	13	0	16	0	0	0	0	0	357	4429	2360	11	396	1382	0	490	2506	701	2995	1581	3134	385	146	0	111	6250	153	11	25	20	0	17	8	543	321	7	72	30	0	15	122	119	472	0	313	0	0	8	344	0	2	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	6	5	0	0	0	13	73	251	53	23	9	0	16	677	72	76	84	36	31	71	48	0	127	0	60	23	91	81	0	49	28	87	17	34	0	0	86	30	5	52	31	51	12	137	0	44	11	6	51	0	16	416	876	23	223	112	38	162	13	31	17	0	28	65	34	37	49	20	259	92	66	47	0	38	18	0	10	26	0	107	0	0	33	46	0	9	18	0	716	0	17	8	17	118	29	37	47	0	86	105	110	27	52	10	0	13	0	30	36	0	27	0	0	0	0	0	38	4	0	14	0	0	92
ef454720d9bad9c7f4fae271f3042a4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	410	0	0	0	801	6	5728	0	102	0	0	0	169	0	47	819	618	0	0	398	0	554	0	133	0	113	0	2472	3687	4082	0	0	53	0	3285	0	718	327	0	1202	274	0	677	1667	0	0	6155	0	0	0	0	0	22	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	18	8	0	464	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
129561123f1517b1db0a7dd2b9eb66d2	6	0	0	0	0	284	0	0	6	0	0	0	63	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	16	0	0	8	61	0	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	11	95	0	1402	29	0	8621	0	2905	1251	14	791	5	345	85	153	0	1731	510	0	56	18	83	1330	561	15	317	171	386	0	11	519	10	281	117	0	22	380	21	61	38	104	105	88	188	0	159	338	68	65	10	119	13	0	0	0	0	7	0	0	0	0	0	8	0	0	24	0	16	12	21	0	0	0	0	0	3	0	0	179	1126	404	1282	422	1142	1441	1353	0	65	39	6446	1097	760	309	762	1279	114	344	429	230	337	411	160	307	68	246	1173	0	794	0	192	1480	1037	34	60	757	2791	0
531c4cd06f873452f4d8341a1e280352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	10847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	67	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1084	0	4321	0	0	0	0	0	8596	0	0	0	5334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7028	0	0	0	0	0	0	0	6073	0	13761	10	6181	0	0	12	566	0	0	0	0	0	0	0	5531	8256	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e3262432630cd5ac2ddf47070d13b84d	20	64	59	13	8	0	0	0	11	31	0	24	105	290	0	2	26	28	134	8	512	0	35	225	244	10	1746	13	148	61	0	63	5653	8	46	0	0	229	0	12	107	280	22	11	0	32	0	6	151	17	85	122	28	117	62	473	62	12	35	0	38	306	129	98	723	59	0	48	12	11	7	474	0	67	6	58	129	42	0	7	34	22	24	37	0	0	0	84	30	54	134	34	44	77	132	4448	61	90	457	25	0	138	458	30	37	98	60	48	51	15	4915	209	69	231	42	59	34	40	27	367	54	44	198	25	50	307	24	97	0	13	94	0	0	0	12	228	59	104	14	291	135	37	100	387	81	84	45	6	36	19	831	17	0	19	99	0	288	48	41	895	230	0	92	22	0	31	6	46	111	4	42	0	31	4147	1339	37	266	29	119	5320	246	131	6745	378	20	0	82	107	54	0	52	24	7	0	46	37	64	6	23	11	18	39	85	58	70	1365	253	37	525	45	317
3d732d4945483bb81e182259f029142f	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	220	6	5939	89	478	29	32	0	0	150	3827	163	953	51	379	95	1229	0	6085	652	202	48	131	717	10	95	117	123	38	279	99	26	922	0	39	0	0	50	98	629	134	107	21	0	220	8	23	485	7268	0	1072	314	25	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e3599e427f569f0b6bf6a7a5ad5671f1	0	16	10	124	209	156	579	0	0	21	0	36	0	21	0	28	0	0	0	0	0	57	0	174	0	0	1658	0	0	0	0	0	0	0	0	0	0	0	0	0	58	2673	3025	111	229	5	2683	307	7	23	2933	412	0	69	253	634	0	0	52	2181	0	514	16	1185	0	16	0	2446	1968	537	6499	0	65	243	773	0	0	977	0	597	68	3824	206	718	11	2249	1090	1970	36	1215	509	0	127	0	13	37	9	0	0	0	0	9	0	0	0	29	184	19	0	0	26	43	41	11	19	17	0	47	0	0	6	0	0	0	37	0	0	0	0	0	0	14	0	0	0	0	39	0	19	0	0	0	0	24	39	59	17	0	0	7	0	926	0	11	0	0	387	0	55	0	0	29	0	28	0	34	0	0	0	0	13	71	21	8	0	0	386	0	23	0	0	19	0	0	19	5	0	46	129	13	357	0	0	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	0
243fba68be4b8ab93448609dce130a84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	174	0	0	0	0	14	19	0	0	0	99	18	0	0	0	18	0	0	36	0	0	0	0	18	0	58	0	165	26	280	0	34	580	0	12	19	0	0	0	0	0	0	0	0	0	0	0	0	304	4056	918	107	567	121	0	147	54	0	1613	140	2823	204	1370	114	1399	29	527	549	126	899	65	2084	17	683	131	1686	172	482	35	0	40	147	16	24	0	109	594	680	0	1732	157	261	611	40	206	70	926	45	310	363	96	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	6	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e767f12d08cd6b19e8247e6f742a5ed	21	108	0	7	74	24	123	0	327	72	3440	39	0	330	15	36	301	920	284	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	191	24	402	1814	915	0	0	0	28	628	1985	0	0	0	543	467	1065	998	1542	258	401	111	625	0	3672	0	1234	611	256	32	0	367	1664	348	311	3806	673	296	2191	166	437	0	0	757	892	581	463	0	0	33	0	14	0	0	0	0	0	0	0	0	0	0	12	0	108	23	0	0	0	43	0	0	0	56	305	0	259	7	282	0	18	53	0	0	0	0	0	27	26	0	0	0	0	11	269	130	0	228	54	3100	0	0	26	84	0	0	44	276	461	43	27	0	26	0	0	351	98	59	102	0	187	102	0	98	0	0	0	0	46	0	292	28	0	16	0	0	0	26	0	7	0	0	10	0	0	0	21	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1421
fd9e667357c72ba42ed22bb9cca17f7f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	132	0	28	0	0	6	0	0	0	0	0	0	0	0	0	0	0	15	13990	18	0	13900	125	0	0	9	0	0	0	44	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
